"Periodestart_noDM","Periodeende_noDM","FuenfjahresPeriode_noDM","DatenstandCd","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","EigentuemerSSZPubl1Sort","EigentuemerSSZPubl1Cd","EigentuemerSSZPubl1Lang","MietwohnungSort","MietwohnungCd","MietwohnungLang","HHtypPubl1Sort_noDM","HHtypPubl1Cd_noDM","HHtypPubl1Lang_noDM","AnzWhgStat","Wohnflaeche","AnzBestWir","AnzRentner","AnzKinder"
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","3-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,77,1,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","3-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,77,2,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","3-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,77,3,0,1
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",1,"1","1 Person im Erwerbsalter",3,216,3,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",2,133,4,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,100,3,0,1
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",4,403,16,0,8
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",1,95,5,0,3
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,95,3,0,2
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",1,102,3,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",4,424,4,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",3,333,6,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,111,3,0,1
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",2,213,8,0,4
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,139,2,1,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",2,194,6,0,2
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","4-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,97,4,0,2
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,123,1,0,0
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,158,4,0,2
2020,2024,"2020–2024","D",34,"034","Sihlfeld",3,"3","Kreis 3",6,"6","6-Zimmer und mehr",5,"5","Im Stockwerkeigentum",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",1,281,9,0,3
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",26,1774,26,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",6,492,12,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",8,715,8,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",25,2231,50,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",2,173,4,3,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",4,344,12,0,4
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",2,171,8,0,4
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",1,107,3,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",6,693,12,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",8,915,24,0,8
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",3,346,12,0,6
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,211,6,0,0
2020,2024,"2020–2024","D",41,"041","Werd",4,"4","Kreis 4",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,137,2,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",12,431,12,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,36,2,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","1-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",34,986,34,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","1-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",8,467,16,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","1-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",3,"3","1 Person im Rentenalter",1,74,1,1,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","1-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,75,3,0,1
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",10,559,10,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",6,393,12,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",1,73,5,0,1
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","2-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,120,2,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,142,2,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",24,1958,48,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",2,162,6,0,2
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",3,360,6,0,0
2020,2024,"2020–2024","D",42,"042","Langstrasse",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,200,8,2,1
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,66,2,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",1,"1","1-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",12,348,12,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",1,"1","1 Person im Erwerbsalter",4,248,4,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,65,2,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",3,"3","1 Person im Rentenalter",3,183,3,3,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,61,2,2,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",53,3557,53,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",23,1644,46,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",10,518,10,10,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,49,3,0,1
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,150,6,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",12,672,12,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",2,"2","2-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,56,2,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,81,1,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,81,2,1,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",3,243,9,0,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,81,4,0,2
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,81,2,0,1
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,162,6,3,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",41,3031,41,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",64,5468,128,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",3,182,3,3,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",3,203,6,4,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",3,270,9,0,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",3,214,6,0,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",7,506,22,2,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",3,"3","3-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,76,1,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",2,202,6,0,2
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",12,1206,48,0,24
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",3,301,15,0,9
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,98,3,0,2
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",11,1064,44,0,1
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,237,2,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",12,1351,24,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",22,2001,66,0,22
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",22,2072,88,0,44
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",2,187,6,0,4
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",7,624,25,1,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",3,346,12,0,6
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",4,461,22,0,14
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,110,4,0,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",1,110,6,0,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",2,255,4,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",14,1401,56,0,28
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",6,599,31,0,19
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",2,211,5,0,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",5,629,22,1,3
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",6,"6","6-Zimmer und mehr",1,"1","Öffentliche Hand",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",5,766,31,0,0
2020,2024,"2020–2024","D",44,"044","Hard",4,"4","Kreis 4",6,"6","6-Zimmer und mehr",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",5,914,44,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",1,"1","1-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",7,285,7,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",1,"1","1-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",4,174,4,4,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",41,1524,41,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",4,162,8,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",1,33,1,1,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",5,269,10,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",2,111,4,3,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,55,4,0,2
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",1,58,4,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",11,655,11,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",9,555,18,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,67,3,0,1
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","2-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,38,1,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,91,3,0,1
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,91,4,0,2
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",5,388,5,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",6,443,12,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",1,95,1,1,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","3-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,129,2,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,108,2,2,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,91,3,0,1
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,108,4,0,2
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",1,91,6,0,4
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,94,3,0,2
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,185,8,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",2,441,4,0,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","4-Zimmer",4,"4","Natürliche Personen",2,"N","Nein",9,"9","Andere Haushalte (3+ Erwachsene)",1,84,3,1,0
2020,2024,"2020–2024","D",51,"051","Gewerbeschule",5,"5","Kreis 5",5,"5","5-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",1,107,4,0,2
